Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
3781,8.419450135,5.388805846,5.292731239,7.446327254,Iris-setosa
3782,3.770732759,4.855761588,3.406105422,6.566126622,Iris-setosa
3783,4.951722064,5.144236803,4.97611705,4.849627233,Iris-setosa
3784,2.045498569,8.122186065,2.1186599,9.774366897,Iris-setosa
3785,5.932871862,1.018183322,7.394531393,5.337623609,Iris-setosa
3786,7.032202673,6.957592938,4.945895512,5.538100143,Iris-setosa
3787,5.840607868,2.054675168,5.470773016,1.444861623,Iris-setosa
3788,8.798028091,2.329572605,7.635630989,3.477102393,Iris-setosa
3789,9.103997565,1.023130813,5.752340252,8.342333269,Iris-setosa
3790,8.690454559,2.145693517,3.176940101,3.303300558,Iris-setosa
3791,1.695668512,1.045576197,9.97767918,1.842557937,Iris-setosa
3792,9.282722428,6.523325778,3.447443449,5.715005157,Iris-setosa
3793,1.172485478,8.237120256,3.713618827,1.855017063,Iris-setosa
3794,9.049728287,3.210021717,5.078387048,7.136870516,Iris-setosa
3795,7.841863699,6.652812417,3.076447103,1.861906587,Iris-setosa
3796,3.01778271,8.342933804,1.136545877,8.547901938,Iris-setosa
3797,8.163255826,3.09680985,4.359975131,7.029499216,Iris-setosa
3798,2.272932224,7.337787712,3.337290754,8.767383978,Iris-setosa
3799,6.654609138,2.292890823,5.58075878,8.713018137,Iris-setosa
3800,8.043263305,5.181898385,3.828129168,8.325899879,Iris-setosa
3801,6.021952655,3.420744104,6.819561389,1.530858248,Iris-setosa
3802,1.032295692,6.362399467,9.811945402,4.057756356,Iris-setosa
3803,6.46753088,1.922281549,5.705444904,4.283569134,Iris-setosa
3804,7.135056556,8.245880901,7.230954729,1.077515446,Iris-setosa
3805,7.717806323,1.631055901,3.351751647,8.265245448,Iris-setosa
3806,1.645221461,3.918124204,1.662550367,4.613218902,Iris-setosa
3807,9.72353995,2.967802875,3.397736717,4.674629721,Iris-setosa
3808,6.047984627,6.283459005,4.136566674,6.584954555,Iris-setosa
3809,4.786493526,7.185020473,8.252469586,6.939515904,Iris-setosa
3810,9.825095502,9.000253706,6.531389186,2.778774494,Iris-setosa
3811,9.748113077,8.167448003,6.484322701,3.080790099,Iris-setosa
3812,9.844795791,4.059237963,2.825880451,2.309305513,Iris-setosa
3813,2.667534742,1.208660005,5.750758604,8.890148488,Iris-setosa
3814,8.469072959,9.143239842,6.500887771,4.212776971,Iris-setosa
3815,1.152114384,9.344504231,1.176475488,7.613532019,Iris-setosa
3816,6.430612235,3.204029899,1.077199572,7.75594687,Iris-setosa
3817,2.270757468,3.506271003,1.016008866,1.2575131,Iris-setosa
3818,7.327094513,6.329040849,8.915976746,3.416315925,Iris-setosa
3819,3.490125055,5.808940008,5.059923783,2.086491751,Iris-setosa
3820,3.93156342,4.962858968,5.319545461,1.287623608,Iris-setosa
3821,8.377922686,8.449478088,2.115455154,2.154011414,Iris-setosa
3822,1.000471027,3.525882151,5.536903105,5.187213723,Iris-setosa
3823,7.925244418,8.418934716,6.16262493,6.417846025,Iris-setosa
3824,6.57272109,2.573457521,9.743670877,1.657073197,Iris-setosa
3825,3.878206673,7.43816278,7.679153549,1.638036443,Iris-setosa
3826,6.355925853,2.661781519,2.98855853,8.40111732,Iris-setosa
3827,8.509683992,2.540656683,7.452748281,6.93964437,Iris-setosa
3828,5.83756916,9.067244696,7.888902376,2.931336323,Iris-setosa
3829,9.103501394,2.495782246,4.430959497,2.376558637,Iris-setosa
3830,3.027410031,8.652955128,1.5160237,2.298414577,Iris-setosa
3831,7.418102227,2.861683512,5.265751352,4.002337338,Iris-setosa
3832,1.652794822,4.685882678,7.590746637,9.757097837,Iris-setosa
3833,4.311776321,9.801932219,5.536294241,3.184667767,Iris-setosa
3834,4.732115347,8.602315343,2.05686714,9.278317447,Iris-setosa
3835,3.051354331,7.696698224,6.068775822,4.334740443,Iris-setosa
3836,8.861465198,5.20617107,9.845737241,4.286908328,Iris-setosa
3837,1.862202844,7.316722239,8.274346179,1.212630183,Iris-setosa
3838,6.851515935,4.15596224,2.943964679,8.827037937,Iris-setosa
3839,8.571030239,6.527505798,2.086582956,4.944585349,Iris-setosa
3840,4.664016037,4.56886429,8.571144226,4.869631598,Iris-setosa
3841,9.015126491,6.536778143,4.9135593,8.286449967,Iris-setosa
3842,9.915925951,3.339829423,2.723550911,9.183214921,Iris-setosa
3843,2.989574294,8.030492887,4.032626371,5.576438744,Iris-setosa
3844,7.601286553,1.508850951,7.421628021,4.242910323,Iris-setosa
3845,5.146198812,1.017483142,9.371695878,3.040616516,Iris-setosa
3846,3.892870978,1.748620499,4.040644705,1.476207098,Iris-setosa
3847,2.071867125,7.411034463,8.873504086,9.048248143,Iris-setosa
3848,5.032837081,9.380379446,6.787391746,1.793737793,Iris-setosa
3849,8.868534797,3.460225849,4.916482959,6.359738433,Iris-setosa
3850,8.749850583,5.077133465,4.882981379,6.070914262,Iris-setosa
3851,5.680678329,6.181187325,7.270780941,8.174378546,Iris-setosa
3852,3.756542199,9.157206267,6.657799757,3.393202874,Iris-setosa
3853,1.008956364,2.077628788,1.619605962,9.463991654,Iris-setosa
3854,8.109880677,6.564056995,3.686783972,2.143851744,Iris-setosa
3855,3.135468627,8.870584871,4.222168653,2.119672091,Iris-setosa
3856,5.845936451,9.200197782,4.102084852,9.003366342,Iris-setosa
3857,2.101116026,9.920669631,7.100947383,5.883396915,Iris-setosa
3858,3.802907138,2.770930823,6.764337389,7.937712078,Iris-setosa
3859,8.261697005,4.419196273,7.407551013,2.236003929,Iris-setosa
3860,5.957190963,4.279138946,4.11597662,2.90877363,Iris-setosa
3861,5.090777301,2.849433703,6.533330318,6.090084109,Iris-setosa
3862,8.903509419,7.553289702,3.258450522,4.730765063,Iris-setosa
3863,7.376660479,7.448558602,1.141200264,9.289455272,Iris-setosa
3864,1.963269585,1.269912561,5.427321195,8.127737037,Iris-setosa
3865,2.10638202,5.910014375,5.459922155,6.689833455,Iris-setosa
3866,3.397348862,9.449607865,8.266980584,5.424951545,Iris-setosa
3867,2.655442485,4.909380845,2.20709531,7.477908096,Iris-setosa
3868,6.493495845,8.709676493,7.481762143,2.708129794,Iris-setosa
3869,2.693490609,3.891010442,6.563468678,5.245824213,Iris-setosa
3870,6.854780409,1.317413308,1.093860219,5.334728772,Iris-setosa
3871,4.03102033,8.865519081,6.5245376,1.552180669,Iris-setosa
3872,7.318385783,6.95653937,2.286988681,9.554968236,Iris-setosa
3873,4.712441476,7.010176912,3.858100852,4.58785805,Iris-setosa
3874,9.117380512,8.809172506,3.300497019,5.835910562,Iris-setosa
3875,3.373286482,3.867952363,7.236843822,8.934145425,Iris-setosa
3876,6.254439084,2.900256332,6.304361243,3.494937208,Iris-setosa
3877,5.166812979,6.754525926,6.53166978,7.003975535,Iris-setosa
3878,3.182425166,7.81592555,9.068800939,9.075027154,Iris-setosa
3879,6.517477606,5.139157542,6.957305672,7.992027223,Iris-setosa
3880,2.687171222,1.740450105,4.773658066,2.099779356,Iris-setosa
3881,4.224479279,7.276940093,9.089967412,5.720952804,Iris-setosa
3882,5.28864172,3.90890956,9.463144193,3.628595686,Iris-setosa
3883,6.29727556,8.936384267,5.905772228,9.660444658,Iris-setosa
3884,7.767989247,6.835865608,5.460776902,1.636921896,Iris-setosa
3885,1.372834899,9.764218177,2.396282022,6.456899627,Iris-setosa
3886,9.968617454,1.15363245,3.997489031,2.111600555,Iris-setosa
3887,4.033997467,7.796296554,9.38505587,7.057506752,Iris-setosa
3888,2.425517223,7.37917818,8.491201891,7.344120625,Iris-setosa
3889,3.745914503,6.984713651,6.565421742,1.820393626,Iris-setosa
3890,1.384558298,2.545082605,1.146713093,5.319875211,Iris-setosa
3891,2.883054136,3.197180117,1.876928287,6.955301564,Iris-setosa
3892,6.809370988,7.258113364,4.946184699,9.087134502,Iris-setosa
3893,8.818562394,5.085875871,3.617846616,2.882010701,Iris-setosa
3894,6.315944452,9.373610092,8.293752013,6.613279786,Iris-setosa
3895,7.357021423,4.40585681,8.4294378,9.116503131,Iris-setosa
3896,4.479691654,4.912105141,3.189726219,8.12724279,Iris-setosa
3897,6.05039449,2.639677056,2.378663441,6.598977294,Iris-setosa
3898,1.438907551,5.596068522,2.127384499,3.871525158,Iris-setosa
3899,3.078762963,2.623547613,3.946011729,9.498900992,Iris-setosa
3900,5.920156303,2.248506587,3.884868535,8.401057784,Iris-setosa
3901,3.397803383,5.589129459,6.906650284,6.13001368,Iris-setosa
3902,3.135607602,6.634377752,7.17305858,3.646367057,Iris-setosa
3903,6.371758261,9.95650388,6.785114423,3.340260358,Iris-setosa
3904,1.358940737,7.080763006,4.727465337,9.241059268,Iris-setosa
3905,7.886754081,5.000925418,1.677359874,3.872644628,Iris-setosa
3906,2.611549421,2.246303607,3.402827268,4.526805729,Iris-setosa
3907,3.370263911,3.008481059,8.833164017,4.101127829,Iris-setosa
3908,2.680841222,6.85856997,3.039493631,7.562480454,Iris-setosa
3909,9.161318662,8.002696506,1.107468667,1.43616586,Iris-setosa
3910,2.277120212,5.889524099,5.377481468,3.836587352,Iris-setosa
3911,9.599839928,7.090194423,8.799151278,1.510916647,Iris-setosa
3912,9.357752479,6.723981661,2.766140761,6.090610864,Iris-setosa
3913,6.280679437,5.062137305,8.044226534,3.396977389,Iris-setosa
3914,2.813251364,6.102044782,2.081904487,4.186352224,Iris-setosa
3915,6.300610613,8.898858199,9.015905999,9.765982003,Iris-setosa
3916,1.252056714,8.687331235,6.894679615,9.200038253,Iris-setosa
3917,8.83144245,5.303388249,6.788007787,7.489165882,Iris-setosa
3918,1.749213129,8.129067526,4.582974096,8.795784345,Iris-setosa
3919,2.894669644,1.037326415,7.655754941,5.535815426,Iris-setosa
3920,6.791626184,5.516805031,9.898977076,8.624709109,Iris-setosa
3921,2.460718754,7.09000901,7.622114237,1.668126272,Iris-setosa
3922,3.529076361,5.414099701,7.377670978,7.753602922,Iris-setosa
3923,8.984101149,5.302889512,1.522171,7.665803786,Iris-setosa
3924,3.449145623,2.719123051,1.283239143,7.586873471,Iris-setosa
3925,2.998873644,3.470967831,3.143646032,4.608767859,Iris-setosa
3926,8.610533812,2.756671463,5.162700224,8.865845034,Iris-setosa
3927,4.583589889,5.967435327,9.464295187,8.618638007,Iris-setosa
3928,7.255660409,8.286324427,7.979860255,2.833483091,Iris-setosa
3929,6.208406559,9.169965598,9.831283384,7.309497831,Iris-setosa
3930,8.267975289,8.067415815,1.474607796,5.872878821,Iris-setosa
3931,2.574038892,6.81682029,5.040263141,8.651562293,Iris-setosa
3932,6.797189383,6.385007938,9.825136761,1.79752045,Iris-setosa
3933,9.386970148,3.744166062,7.005594893,7.134122173,Iris-setosa
3934,2.970448368,4.322797971,4.078552426,4.406471543,Iris-setosa
3935,2.793760834,7.533685697,3.402313721,4.012643037,Iris-setosa
3936,7.320312398,5.543155141,3.207222842,1.339189268,Iris-setosa
3937,9.216371492,4.167329645,2.995613133,1.966275051,Iris-setosa
3938,5.047939183,7.474934005,5.098470975,2.644275378,Iris-setosa
3939,3.422382147,7.197101145,6.130700992,5.049493154,Iris-setosa
3940,3.067711053,8.796726341,6.562693007,1.230754656,Iris-setosa
3941,2.785761371,3.987357239,2.409585735,1.150167513,Iris-setosa
3942,7.38604603,4.904004059,6.122090378,8.439577367,Iris-setosa
3943,5.197885881,8.715864955,7.585649862,8.044968421,Iris-setosa
3944,7.041178279,8.072899291,6.140492234,1.655554915,Iris-setosa
3945,4.261805548,1.666203756,4.255246155,5.647243601,Iris-setosa
3946,4.513608046,2.221711913,9.003958248,1.134537256,Iris-setosa
3947,1.56731325,9.13304983,9.084659865,2.375048894,Iris-setosa
3948,5.783158203,3.3197818,6.945736617,7.080264754,Iris-setosa
3949,1.865664009,6.338383919,2.538274337,1.267375061,Iris-setosa
3950,8.44157352,2.969289064,5.945083293,8.808051956,Iris-setosa
3951,1.964301628,1.170739853,9.123976495,7.401208927,Iris-setosa
3952,8.423886342,9.337645831,9.487185896,9.309319134,Iris-setosa
3953,8.311742063,1.327695441,4.020944519,1.868735798,Iris-setosa
3954,8.63488731,6.453797194,7.148799853,3.613401797,Iris-setosa
3955,9.079782912,5.45568112,6.543053482,8.252286447,Iris-setosa
3956,9.268155948,9.309679653,3.06121425,9.980695448,Iris-setosa
3957,6.519360033,5.192617881,8.445694938,1.654641005,Iris-setosa
3958,9.599071195,9.510363762,5.170128761,7.30510127,Iris-setosa
3959,5.006335,6.606300631,6.207712656,8.012798968,Iris-setosa
3960,8.055412542,8.680115354,6.321965131,4.568474439,Iris-setosa
3961,8.060820243,8.679878987,9.292029907,3.090815618,Iris-setosa
3962,4.380069201,1.190332666,7.590034176,8.570205126,Iris-setosa
3963,3.196759761,5.899515326,4.050128687,8.980214198,Iris-setosa
3964,7.2918093,1.700195463,3.11362656,4.855733175,Iris-setosa
3965,9.754832731,1.917318385,9.592193975,6.22286232,Iris-setosa
3966,5.742244016,7.498285545,8.828916541,4.581900209,Iris-setosa
3967,2.884009576,1.189205604,4.060086725,1.424592032,Iris-setosa
3968,1.988394636,5.77591637,6.450520251,3.781517424,Iris-setosa
3969,9.041813103,1.963406976,6.90136745,6.838177828,Iris-setosa
3970,5.681371516,5.134477279,5.963073917,5.030972002,Iris-setosa
3971,7.746298535,8.784934237,1.225721262,1.024789226,Iris-setosa
3972,4.948832414,5.288669788,1.394806689,1.181507831,Iris-setosa
3973,9.246922846,4.806561622,4.945727083,8.116203076,Iris-setosa
3974,8.372803033,8.449989731,5.523481649,5.664129227,Iris-setosa
3975,3.192233143,1.21313108,1.716712946,1.262759634,Iris-setosa
3976,6.018523696,6.356437736,4.13334395,5.964796728,Iris-setosa
3977,4.430863999,5.355347671,2.712044915,2.724709466,Iris-setosa
3978,4.449494464,3.245484866,6.311736102,8.691639788,Iris-setosa
3979,3.649301429,7.954731219,8.02593805,2.089832796,Iris-setosa
3980,8.33301763,7.387427392,4.977580734,5.899045528,Iris-setosa
3981,5.624175944,8.608324164,2.726294341,2.456272859,Iris-setosa
3982,3.101598063,1.411775608,2.718222216,6.883816324,Iris-setosa
3983,8.626739556,1.760671375,3.489321075,6.315964255,Iris-setosa
3984,5.349342714,3.265975809,4.5468735,2.932111958,Iris-setosa
3985,3.274126898,8.926490463,8.052044357,7.213105742,Iris-setosa
3986,5.020377599,3.116487399,3.584514841,7.469708727,Iris-setosa
3987,1.428944709,1.234318174,2.585812591,4.166292386,Iris-setosa
3988,1.419310451,6.752560911,9.983365725,2.087994818,Iris-setosa
3989,7.634496256,5.618943792,1.521820165,6.403131502,Iris-setosa
3990,6.011173649,8.453611339,1.453902144,7.432279759,Iris-setosa
3991,9.218272031,6.826473728,3.416290179,7.243415169,Iris-setosa
3992,9.442564281,4.692171249,3.982047195,7.848536437,Iris-setosa
3993,7.4806357,4.108196814,8.235474377,7.046167165,Iris-setosa
3994,2.85391069,5.068166769,3.863080146,2.333593896,Iris-setosa
3995,8.644999376,1.651456326,2.139878186,3.626942756,Iris-setosa
3996,7.288558394,9.984384693,2.254560496,3.534154244,Iris-setosa
3997,8.944055309,2.258899151,7.350500334,7.452734958,Iris-setosa
3998,4.2429432,3.121341621,9.190101603,8.40035916,Iris-setosa
3999,5.9452872,4.079765899,7.493558393,4.57531324,Iris-setosa
4000,4.742412974,9.720849076,7.368055827,2.587015713,Iris-setosa
4001,4.059649039,6.279618642,7.031125333,8.091599151,Iris-setosa
4002,4.67026048,2.655108875,8.12081436,3.661750238,Iris-setosa
4003,8.019639961,3.237737157,3.316795299,9.375308981,Iris-setosa
4004,9.768421192,6.78377705,3.434291347,5.855649319,Iris-setosa
4005,9.504697864,8.778232439,6.410981728,6.386430831,Iris-setosa
4006,1.500497347,8.030783716,7.265130398,6.411129603,Iris-setosa
4007,7.340702441,7.711450017,2.257879988,8.380900808,Iris-setosa
4008,6.199899838,9.383893068,4.379295141,9.461626701,Iris-setosa
4009,6.842454135,4.440244118,3.658400016,4.775379989,Iris-setosa
4010,7.787619651,9.856420134,7.656047123,6.22407553,Iris-setosa
4011,2.155725617,6.269110109,1.6539396,6.668908938,Iris-setosa
4012,2.853872565,8.391355732,7.992141426,4.382603633,Iris-setosa
4013,1.151195391,1.724898754,8.021548972,5.835287648,Iris-setosa
4014,8.352429535,5.007174155,9.723829736,8.115489538,Iris-setosa
4015,8.96378775,8.506679397,8.030263036,8.219238237,Iris-setosa
4016,5.705293211,6.597543978,5.561307221,7.640615341,Iris-setosa
4017,3.339168556,5.956058975,1.675479329,6.162329813,Iris-setosa
4018,5.057016976,7.195145169,1.43232174,4.176936686,Iris-setosa
4019,7.099761682,6.100283575,9.169749499,4.708792633,Iris-setosa
4020,7.629020095,7.208739095,7.262764241,3.518153582,Iris-setosa
4021,8.846418985,1.109719647,5.327776662,8.70269064,Iris-setosa
4022,4.001214938,9.719401345,9.014245305,4.404596775,Iris-setosa
4023,1.629444114,5.781209539,1.860574218,5.075579715,Iris-setosa
4024,4.175829481,9.617940972,3.001269657,7.712541614,Iris-setosa
4025,7.817560171,2.583265528,5.953356941,9.307089804,Iris-setosa
4026,5.80448626,3.748644457,7.560730695,9.97905159,Iris-setosa
4027,4.831381331,9.093669924,5.104968145,5.956373948,Iris-setosa
4028,9.086575484,9.885253331,2.196896718,1.530555297,Iris-setosa
4029,9.333889689,1.435028776,5.694879223,2.12563774,Iris-setosa
4030,9.293015812,5.058600423,7.811472934,9.399714025,Iris-setosa
4031,4.933380321,5.327118244,4.314957076,2.222651789,Iris-setosa
4032,5.185757555,8.543532425,9.514332804,1.745016261,Iris-setosa
4033,1.921824091,2.002873278,6.357247889,6.600665847,Iris-setosa
4034,2.27684739,2.121307859,4.761200925,5.502167821,Iris-setosa
4035,2.577790262,9.125435671,6.537971012,5.267318292,Iris-setosa
4036,6.834430668,3.322094532,2.383657466,6.629557406,Iris-setosa
4037,6.571456944,5.751613119,9.924565935,8.920980643,Iris-setosa
4038,3.968562168,7.912099045,6.00045463,3.914125601,Iris-setosa
4039,6.09592183,9.330574053,4.935700714,9.311560509,Iris-setosa
4040,1.113910656,8.276297996,7.373526802,7.216435914,Iris-setosa
4041,2.24408989,9.871991933,5.42392485,8.071868023,Iris-setosa
4042,2.386642443,8.910764371,4.45049256,6.817866529,Iris-setosa
4043,4.752285527,3.919555922,1.12465035,2.046553689,Iris-setosa
4044,9.615898912,2.891073105,1.700928727,3.406445336,Iris-setosa
4045,4.781929178,4.859710966,1.354073912,4.480974307,Iris-setosa
4046,7.164165757,2.711630495,6.986300253,4.634589451,Iris-setosa
4047,8.594118837,8.344902596,8.075426636,2.995204688,Iris-setosa
4048,7.376587646,2.277007924,9.441375757,1.009925585,Iris-setosa
4049,1.654798156,7.15886438,1.509657935,3.82073047,Iris-setosa
4050,7.691871546,1.811640959,4.306759979,5.26131668,Iris-setosa
4051,1.720943184,8.635117304,6.19828597,3.210468162,Iris-setosa
4052,7.962850337,9.610134334,6.199323571,7.679229045,Iris-setosa
4053,8.124542266,5.682460132,2.691329966,8.189422913,Iris-setosa
4054,9.416358914,8.056696796,8.179716625,3.313028981,Iris-setosa
4055,4.057245478,3.366099106,8.26641064,2.475526577,Iris-setosa
4056,4.431718519,8.120030129,8.689514304,8.645334157,Iris-setosa
4057,1.842293041,4.275813576,7.277157847,2.241331371,Iris-setosa
4058,2.183530461,9.710442936,3.789908382,4.731589679,Iris-setosa
4059,4.742006483,6.603007252,6.21310979,2.369452209,Iris-setosa
4060,5.780196416,7.707324962,8.68208795,6.866003398,Iris-setosa
4061,3.07497004,7.170938526,8.0700813,1.176675094,Iris-setosa
4062,8.593716303,5.419843661,4.249212522,8.009875064,Iris-setosa
4063,4.068920991,8.156129358,8.425095941,2.362447405,Iris-setosa
4064,2.948929419,9.407826215,8.095576554,4.976982119,Iris-setosa
4065,2.784580077,2.51975575,2.12839171,5.599543319,Iris-setosa
4066,9.890272047,5.004216761,1.83219223,3.589467986,Iris-setosa
4067,7.902946736,3.949328379,4.749288954,2.750255673,Iris-setosa
4068,9.493959079,3.194623086,3.624327901,2.037754714,Iris-setosa
4069,2.383678427,2.678183801,6.737908789,4.266468591,Iris-setosa
4070,3.154105264,7.960657547,3.109340939,5.594077195,Iris-setosa
4071,4.900090259,3.439617702,6.551423302,9.616467026,Iris-setosa
4072,3.920340265,5.639815223,5.183458607,6.123272946,Iris-setosa
4073,7.016522283,7.768007159,8.951240471,6.878430699,Iris-setosa
4074,5.174005659,6.596282292,7.222667116,9.834894891,Iris-setosa
4075,9.229281921,8.668656675,8.347795379,3.618897607,Iris-setosa
4076,3.733631038,6.273784485,3.070692802,5.899828428,Iris-setosa
4077,1.46497349,1.924524333,6.521144317,6.089336877,Iris-setosa
4078,9.776753211,3.782453069,6.643685663,6.364839856,Iris-setosa
4079,6.500869777,4.8087226,2.046371066,1.972213771,Iris-setosa
4080,1.730004192,7.427594453,9.094590818,3.232858582,Iris-setosa
4081,1.769412107,8.203004059,3.368983267,1.400354477,Iris-setosa
4082,8.203542548,7.390812961,2.743205176,5.532732209,Iris-setosa
4083,6.39457213,1.756653546,7.162369475,7.110734162,Iris-setosa
4084,3.123572023,9.686010325,6.764670355,4.36618114,Iris-setosa
4085,8.963583917,4.120433718,1.934601339,8.48204851,Iris-setosa
4086,3.044993179,6.260436981,5.511074983,4.082783868,Iris-setosa
4087,1.448677271,9.003298565,3.285254397,9.540320459,Iris-setosa
4088,3.608844038,7.060553764,4.857585905,2.717664533,Iris-setosa
4089,6.152899568,6.510467435,8.530298844,5.214790005,Iris-setosa
4090,9.732912396,1.251621961,7.310217719,9.511730155,Iris-setosa
4091,3.442371673,3.193965907,6.104214198,8.694399265,Iris-setosa
4092,4.001641971,4.961418416,9.667604981,7.45759489,Iris-setosa
4093,3.012640564,5.297545085,9.836607642,2.51575453,Iris-setosa
4094,9.854690969,8.745862461,7.718472323,6.150725009,Iris-setosa
4095,2.34137854,9.66880237,9.710544747,9.028866308,Iris-setosa
4096,3.708543436,4.657373816,8.570567113,5.117334425,Iris-setosa
4097,9.565126805,1.26993654,8.057153838,7.545188396,Iris-setosa
4098,3.825026442,7.591943516,3.196643256,9.800748279,Iris-setosa
4099,5.757591067,6.515899608,7.106584072,2.590380903,Iris-setosa
4100,5.867041162,4.268182456,3.317310194,8.520365402,Iris-setosa
4101,9.922776478,2.087344905,1.023888682,3.054136709,Iris-setosa
4102,4.361913982,5.326608992,5.728399347,5.90315096,Iris-setosa
4103,2.580123383,7.092546199,5.831423483,4.49204199,Iris-setosa
4104,4.235947315,3.820990765,3.82359825,7.647344412,Iris-setosa
4105,2.701718566,2.771677046,2.133274398,5.030173451,Iris-setosa
4106,8.492943991,9.29856578,7.632712797,1.436698066,Iris-setosa
4107,4.163039304,5.256569488,6.187472472,9.016354914,Iris-setosa
4108,6.038085734,1.304592971,6.771837155,7.154133403,Iris-setosa
4109,5.304350532,3.526259055,2.389156801,4.89056714,Iris-setosa
4110,5.621466773,2.550330133,6.25791585,5.913999091,Iris-setosa
4111,8.432409746,5.442002454,3.616345653,2.025983047,Iris-setosa
4112,8.250881441,4.157318388,5.059467587,5.689961769,Iris-setosa
4113,8.126143787,2.580978814,7.294159685,4.411292523,Iris-setosa
4114,3.705236319,2.798154964,5.243242831,9.689017991,Iris-setosa
4115,3.794084891,1.648180048,9.562833056,9.684057484,Iris-setosa
4116,7.999126172,3.199882821,7.072103418,7.969250341,Iris-setosa
4117,5.00365807,2.593499688,3.109676657,9.990525888,Iris-setosa
4118,6.492688744,2.695115834,9.948768175,3.415508906,Iris-setosa
4119,7.17647746,3.91902477,5.432943006,9.700437269,Iris-setosa
4120,3.529582594,2.208554478,7.33899948,6.919486156,Iris-setosa
4121,3.056878826,7.18912234,3.056326893,3.210992297,Iris-setosa
4122,9.676431397,2.376173526,9.089485117,6.869924343,Iris-setosa
4123,7.062701212,1.379397819,3.459271251,8.306138735,Iris-setosa
4124,4.699882889,8.053462344,7.62082299,9.278358281,Iris-setosa
4125,1.819721777,1.512999439,1.279276047,6.536320572,Iris-setosa
4126,4.740346049,6.614736333,9.241929521,4.424706831,Iris-setosa
4127,1.069652256,4.236878834,8.638687915,5.183520766,Iris-setosa
4128,8.462369871,1.569679877,8.158765882,9.047930104,Iris-setosa
4129,6.167827482,6.001037714,4.553122211,7.732189006,Iris-setosa
4130,9.877184452,3.391735064,9.883486211,9.362183165,Iris-setosa
4131,1.471711463,5.036906802,4.86249114,4.425015071,Iris-setosa
4132,1.586927805,2.012526076,2.286293059,5.923642412,Iris-setosa
4133,6.81578647,8.402458168,5.01458221,9.915153647,Iris-setosa
4134,4.073035324,6.629420911,4.208765537,8.023496358,Iris-setosa
4135,2.132500229,9.719122292,9.654685659,4.097876161,Iris-setosa
4136,1.450027093,7.705940888,9.266415369,1.773056553,Iris-setosa
4137,8.903102897,9.007079272,2.131288748,7.372370807,Iris-setosa
4138,1.360390416,8.705413056,2.649013855,7.765412808,Iris-setosa
4139,2.8271007,2.445912174,8.500453414,9.806616621,Iris-setosa
4140,5.849103709,3.621312866,4.666652552,6.125722885,Iris-setosa
4141,8.499345757,8.448325185,2.966245511,3.914664089,Iris-setosa
4142,8.888327384,2.892672673,7.996569409,2.38736866,Iris-setosa
4143,9.439291848,7.635574394,9.261449654,1.964989382,Iris-setosa
4144,7.97613434,2.059042975,3.041777614,3.135873939,Iris-setosa
4145,7.711785199,8.011771765,1.329585198,4.643433896,Iris-setosa
4146,5.622065989,8.47502986,3.529432647,3.114151867,Iris-setosa
4147,5.222654586,5.903260139,6.291770994,8.26773862,Iris-setosa
4148,8.311155338,9.188938593,1.662131025,9.698961939,Iris-setosa
4149,2.366706415,3.421602113,7.418228985,8.035942518,Iris-setosa
4150,1.390075531,8.412036179,4.452749744,9.576423264,Iris-setosa
4151,1.937624083,3.8068923,2.762616589,4.423133971,Iris-setosa
4152,1.690748659,3.201258947,4.799979502,8.952666234,Iris-setosa
4153,6.86835706,2.831350853,9.396010738,6.223737579,Iris-setosa
4154,1.397716965,1.516558116,9.353267113,6.780395926,Iris-setosa
4155,8.885635849,7.892946979,6.313130992,2.145392798,Iris-setosa
4156,3.424352605,2.466436355,1.163540733,5.263530908,Iris-setosa
4157,2.882201466,1.116406794,8.251074654,8.183750851,Iris-setosa
4158,9.917366415,5.803588554,9.563948781,9.051634944,Iris-setosa
4159,6.453883285,5.985137013,6.834070105,1.258473793,Iris-setosa
4160,2.830945821,6.905709324,5.300530782,2.588392066,Iris-setosa
4161,1.722905935,6.741382059,8.32631814,7.665650923,Iris-setosa
4162,7.238442172,8.639244364,9.35687188,8.565689671,Iris-setosa
4163,8.059915814,1.615515041,1.868470553,2.986714416,Iris-setosa
4164,4.080416307,8.155729414,5.578312773,4.670861686,Iris-setosa
4165,4.213995469,4.370823164,1.065835744,7.701102947,Iris-setosa
4166,6.021701502,6.195724463,2.511340817,7.291947305,Iris-setosa
4167,9.64020548,5.0955959,7.685186235,8.662402502,Iris-setosa
4168,7.002212419,8.179459067,6.476653372,8.118730382,Iris-setosa
4169,9.27786213,9.4078633,6.791148171,8.70718383,Iris-setosa
4170,6.892163435,4.297550727,3.776956432,2.39049732,Iris-setosa
4171,3.043902388,5.811709395,1.042468583,9.632647224,Iris-setosa
4172,6.542809887,7.453565806,8.009615868,7.781762932,Iris-setosa
4173,6.983221492,3.698495504,5.323694064,2.957341674,Iris-setosa
4174,5.438654756,5.598489423,3.895150316,5.452626815,Iris-setosa
4175,7.055443577,4.022847187,6.649362579,3.710635736,Iris-setosa
4176,1.890284927,1.757255932,6.974332059,6.364493358,Iris-setosa
4177,1.999950103,3.196561571,1.458936315,5.434988279,Iris-setosa
4178,7.419993863,2.051109362,8.253643963,8.063513944,Iris-setosa
